# Tier means
tier,mean,hdi_lo,hdi_hi
1,-0.5036555118319829,-1.0513377802294237,0.018163810427566818
2,0.011821029935229942,-0.49352894308153844,0.5851336592772093
3,0.5432898949506971,0.015673267469303018,1.0841919874731387

# Adjacent-tier differences
tier_pair,diff_mean,diff_hdi_lo,diff_hdi_hi
2-1,0.5154765417672132,0.3724682803126189,0.6545784589355341
3-2,0.5314688650154685,0.3831944717502749,0.6824554081775939
