# Tier means
tier,mean,hdi_lo,hdi_hi
1,-0.14753271802810977,-0.3716183431667044,0.07268512675376226
2,0.06378388661211183,-0.16331691016999922,0.2853281063473719
3,0.26571866521042936,0.03332082899914242,0.5016741655419714

# Adjacent-tier differences
tier_pair,diff_mean,diff_hdi_lo,diff_hdi_hi
2-1,0.21131660464022248,0.11911094907993443,0.3055637043793622
3-2,0.20193477859831924,0.11068670419339344,0.2995687318290625
