# Tier means
tier,mean,hdi_lo,hdi_hi
1,-0.2305843932298305,-0.34472844161804034,-0.10642972597016567
2,-0.00904424871516861,-0.11700865957056944,0.09934841656562947
3,0.23996964567442527,0.12028077084185496,0.3609150677830406

# Adjacent-tier differences
tier_pair,diff_mean,diff_hdi_lo,diff_hdi_hi
2-1,0.22154014451466209,0.13548831667901534,0.30809941982846933
3-2,0.24901389438959354,0.15123954558821337,0.34314802107186365
