# Tier means
tier,mean,hdi_lo,hdi_hi
1,-0.20116367055549708,-0.5108297875398056,0.08772693959414894
2,0.10835447907685648,-0.2092309882601899,0.40988321946077566
3,0.40338721691878754,0.08165305728884689,0.7095717260689429

# Adjacent-tier differences
tier_pair,diff_mean,diff_hdi_lo,diff_hdi_hi
2-1,0.309518149632355,0.18856164709101295,0.43084724076693987
3-2,0.29503273784192935,0.16219207627837934,0.42843202279759895
